日期,时间,纬度,经度,航向,节,时速,高度,爬升率,数据源
20190808,星期四 22:42:2310:42下午,36.333836.33,-84.7704-84.77,↑ 355°,402,745,"10,97310973", , FlightAware ADS-B  (KXNX) 
20190808,星期四 22:42:5310:42下午,36.387436.39,-84.7763-84.78,↑ 355°,402,745,"10,97310973",9 , FlightAware ADS-B  (KTYS) 
20190808,星期四 22:43:1410:43下午,36.426436.43,-84.7797-84.78,↑ 358°,404,748,"10,98010980", , FlightAware ADS-B  (KTYS) 
20190808,星期四 22:43:4410:43下午,36.482536.48,-84.7786-84.78,↑ 2°,407,753,"10,97310973", , FlightAware ADS-B  (KTRI) 
20190808,星期四 22:44:1510:44下午,36.542136.54,-84.7769-84.78,↑ 1°,406,752,"10,98010980", , FlightAware ADS-B  (KAVL) 
20190808,星期四 22:44:4910:44下午,36.608336.61,-84.7750-84.78,↑ 1°,405,750,"10,97310973",-7 , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:45:2010:45下午,36.664736.66,-84.7734-84.77,↑ 1°,405,750,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:45:5010:45下午,36.721836.72,-84.7718-84.77,↑ 1°,404,748,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:46:2010:46下午,36.778436.78,-84.7700-84.77,↑ 1°,403,747,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:46:5110:46下午,36.835236.84,-84.7683-84.77,↑ 1°,403,747,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:47:2110:47下午,36.890336.89,-84.7666-84.77,↑ 1°,403,747,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:47:5110:47下午,36.945436.95,-84.7652-84.77,↑ 1°,403,747,"10,97310973", , FlightAware ADS-B  (KSRB) 
20190808,星期四 22:48:2210:48下午,37.004837.00,-84.7635-84.76,↑ 1°,404,748,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:48:5210:48下午,37.061137.06,-84.7618-84.76,↑ 1°,404,748,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:49:2310:49下午,37.118037.12,-84.7599-84.76,↑ 1°,404,748,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:49:5310:49下午,37.174637.17,-84.7582-84.76,↑ 1°,404,748,"10,97310973",8 , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:50:2310:50下午,37.230137.23,-84.7566-84.76,↑ 1°,405,750,"10,98010980", , FlightAware ADS-B  (KDKX) 
20190808,星期四 22:50:5310:50下午,37.285037.28,-84.7551-84.76,↑ 1°,404,748,"10,97310973", , FlightAware ADS-B  (KDKX) 
20190808,星期四 22:51:2310:51下午,37.340537.34,-84.7534-84.75,↑ 1°,403,747,"10,98010980",8 , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:51:5310:51下午,37.399137.40,-84.7515-84.75,↑ 2°,402,745,"10,98010980", , FlightAware ADS-B  (KLOU) 
20190808,星期四 22:52:1110:52下午,37.432337.43,-84.7503-84.75,↑ 360°,399,739,"10,98010980",-12 , FlightAware ADS-B  (KCHA) 
20190808,星期四 22:52:3110:52下午,37.469137.47,-84.7554-84.76,↑ 348°,393,727,"10,97310973",-9 , FlightAware ADS-B  (KCHA) 
20190808,星期四 22:53:0410:53下午,37.525937.53,-84.7729-84.77,↑ 347°,390,723,"10,97310973", , FlightAware ADS-B  (KSDF) 
20190808,星期四 22:53:3410:53下午,37.578337.58,-84.7881-84.79,↑ 347°,390,723,"10,97310973",-8 , FlightAware ADS-B  (KBNA) 
20190808,星期四 22:54:0410:54下午,37.633437.63,-84.8044-84.80,↑ 347°,391,724,"10,96510965",-9 , FlightAware ADS-B  (KEVV) 
20190808,星期四 22:54:2610:54下午,37.667137.67,-84.8143-84.81,↑ 348°,391,724,"10,96510965", , FlightAware ADS-B  (KCVG) 
20190808,星期四 22:54:4910:54下午,37.709537.71,-84.8268-84.83,↑ 347°,391,724,"10,96510965",9 , FlightAware ADS-B  (KBRY) 
20190808,星期四 22:55:1810:55下午,37.761237.76,-84.8419-84.84,↑ 347°,392,726,"10,97310973",8 , FlightAware ADS-B  (KLEX) 
20190808,星期四 22:55:4810:55下午,37.815137.82,-84.8577-84.86,↑ 347°,393,727,"10,97310973", , FlightAware ADS-B  (KBRY) 
20190808,星期四 22:56:1810:56下午,37.866937.87,-84.8729-84.87,↑ 347°,393,727,"10,97310973", , FlightAware ADS-B  (KSRB) 
20190808,星期四 22:56:4810:56下午,37.920037.92,-84.8886-84.89,↑ 347°,394,729,"10,97310973", , FlightAware ADS-B  (KSRB) 
20190808,星期四 22:57:2110:57下午,37.979137.98,-84.9061-84.91,↑ 348°,395,732,"10,97310973", , FlightAware ADS-B  (KBRY) 
20190808,星期四 22:57:4710:57下午,38.025238.03,-84.9198-84.92,↑ 347°,395,732,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190808,星期四 22:58:1710:58下午,38.077938.08,-84.9354-84.94,↑ 348°,381,705,"10,97310973", , FlightAware ADS-B  (KTZR) 
20190808,星期四 22:58:5610:58下午,38.144938.14,-84.9553-84.96,↑ 347°,366,678,"10,97310973", , FlightAware ADS-B  (KAJG) 
20190808,星期四 22:59:1510:59下午,38.175938.18,-84.9645-84.96,↑ 347°,365,676,"10,97310973", , FlightAware ADS-B  (KOSU) 
20190808,星期四 22:59:4410:59下午,38.222638.22,-84.9787-84.98,↑ 347°,370,686,"10,97310973", , FlightAware ADS-B  (KBAK) 
20190808,星期四 23:00:1411:00下午,38.273238.27,-84.9938-84.99,↑ 347°,369,684,"10,97310973", , FlightAware ADS-B  (KCMH) 
20190808,星期四 23:00:4411:00下午,38.323438.32,-85.0086-85.01,↑ 347°,369,684,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190808,星期四 23:01:1411:01下午,38.374738.37,-85.0239-85.02,↑ 347°,369,684,"10,97310973", , FlightAware ADS-B  (KSDF) 
20190808,星期四 23:01:4411:01下午,38.422438.42,-85.0383-85.04,↑ 347°,368,681,"10,97310973",9 , FlightAware ADS-B  (KCYO) 
20190808,星期四 23:02:0611:02下午,38.458238.46,-85.0491-85.05,↑ 347°,367,679,"10,98010980",9 , FlightAware ADS-B  (KUMP) 
20190808,星期四 23:02:3611:02下午,38.508638.51,-85.0643-85.06,↑ 347°,367,679,"10,98010980",9 , FlightAware ADS-B  (KEKX) 
20190808,星期四 23:02:5811:02下午,38.542638.54,-85.0745-85.07,↑ 348°,364,674,"10,98810988", , FlightAware ADS-B  (KCVG) 
20190808,星期四 23:03:2811:03下午,38.595338.60,-85.0905-85.09,↑ 347°,364,674,"10,98010980",-8 , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:03:5911:03下午,38.644638.64,-85.1055-85.11,↑ 348°,361,668,"10,98010980",-15 , FlightAware ADS-B  (KBRY) 
20190808,星期四 23:04:2911:04下午,38.694838.69,-85.1205-85.12,↑ 347°,361,668,"10,96510965",-15 , FlightAware ADS-B  (KBFR) 
20190808,星期四 23:04:5911:04下午,38.742138.74,-85.1349-85.13,↑ 347°,361,668,"10,96510965",-8 , FlightAware ADS-B  (KBRY) 
20190808,星期四 23:05:2611:05下午,38.785238.79,-85.1479-85.15,↑ 348°,361,668,"10,95810958",-10 , FlightAware ADS-B  (KLOU) 
20190808,星期四 23:05:4411:05下午,38.814438.81,-85.1568-85.16,↑ 348°,361,668,"10,95810958",-122 , FlightAware ADS-B  (KLUK) 
20190808,星期四 23:06:2611:06下午,38.883738.88,-85.1780-85.18,↑ 347°,362,671,"10,83610836",-199 , FlightAware ADS-B  (KDAY) 
20190808,星期四 23:06:4611:06下午,38.916638.92,-85.1880-85.19,↑ 347°,360,666,"10,75210752",-280 , FlightAware ADS-B  (KHFY) 
20190808,星期四 23:07:1511:07下午,38.963738.96,-85.2021-85.20,↑ 348°,360,666,"10,60710607",-296 , FlightAware ADS-B  (KCVG) 
20190808,星期四 23:07:3711:07下午,38.998439.00,-85.2126-85.21,↑ 347°,363,673,"10,50010500",-274 , FlightAware ADS-B  (KDAY) 
20190808,星期四 23:07:5511:07下午,39.028839.03,-85.2220-85.22,↑ 348°,365,676,"10,42410424",-286 , FlightAware ADS-B  (KCVG) 
20190808,星期四 23:08:2511:08下午,39.078039.08,-85.2372-85.24,↑ 346°,376,697,"10,27210272",-308 , FlightAware ADS-B  (KTYQ) 
20190808,星期四 23:08:4111:08下午,39.106139.11,-85.2458-85.25,↑ 347°,380,703,"10,18810188",-308 , FlightAware ADS-B  (KIND) 
20190808,星期四 23:09:1111:09下午,39.158739.16,-85.2620-85.26,↑ 347°,389,721,"10,03610036",-301 , FlightAware ADS-B  (KLEX) 
20190808,星期四 23:09:2811:09下午,39.186339.19,-85.2705-85.27,↑ 348°,390,723,"9,9529952",-301 , FlightAware ADS-B  (KMTO) 
20190808,星期四 23:09:4911:09下午,39.224839.22,-85.2823-85.28,↑ 347°,389,721,"9,8459845",-290 , FlightAware ADS-B  (KSGH) 
20190808,星期四 23:10:0911:10下午,39.256339.26,-85.2919-85.29,↑ 348°,383,710,"9,7549754",-272 , FlightAware ADS-B  (KIND) 
20190808,星期四 23:10:2611:10下午,39.288639.29,-85.3018-85.30,↑ 347°,379,702,"9,6779677",-270 , FlightAware ADS-B  (KLUK) 
20190808,星期四 23:10:4811:10下午,39.326239.33,-85.3133-85.31,↑ 348°,378,700,"9,5789578",-283 , FlightAware ADS-B  (KBRY) 
20190808,星期四 23:11:0811:11下午,39.359539.36,-85.3235-85.32,↑ 348°,380,703,"9,4799479",-299 , FlightAware ADS-B  (KTYQ) 
20190808,星期四 23:11:4011:11下午,39.414139.41,-85.3403-85.34,↑ 348°,386,715,"9,3199319",-310 , FlightAware ADS-B  (KIND) 
20190808,星期四 23:12:1011:12下午,39.467639.47,-85.3569-85.36,↑ 347°,403,747,"9,1599159",-328 , FlightAware ADS-B  (KHAO) 
20190808,星期四 23:12:4011:12下午,39.522439.52,-85.3739-85.37,↑ 347°,410,760,"8,9928992",-318 , FlightAware ADS-B  (KUMP) 
20190808,星期四 23:13:0911:13下午,39.576239.58,-85.3906-85.39,↑ 347°,407,753,"8,8478847",-302 , FlightAware ADS-B  (KSDF) 
20190808,星期四 23:13:4211:13下午,39.636139.64,-85.4093-85.41,↑ 348°,407,753,"8,6798679",-283 , FlightAware ADS-B  (KIND) 
20190808,星期四 23:14:1211:14下午,39.691539.69,-85.4267-85.43,↑ 346°,403,747,"8,5508550",-142 , FlightAware ADS-B  (KTDZ) 
20190808,星期四 23:14:4311:14下午,39.748439.75,-85.4445-85.44,↑ 347°,404,748,"8,5348534",-14 , FlightAware ADS-B  (KLOU) 
20190808,星期四 23:15:1611:15下午,39.806039.81,-85.4624-85.46,↑ 346°,401,742,"8,5348534", , FlightAware ADS-B  (KMGY) 
20190808,星期四 23:15:5011:15下午,39.869739.87,-85.4822-85.48,↑ 347°,402,745,"8,5348534", , FlightAware ADS-B  (KCVG) 
20190808,星期四 23:16:2011:16下午,39.924439.92,-85.4994-85.50,↑ 346°,403,747,"8,5348534",-76 , FlightAware ADS-B  (KCVG) 
20190808,星期四 23:16:5011:16下午,39.978239.98,-85.5164-85.52,↑ 346°,401,742,"8,4588458",-213 , FlightAware ADS-B  (KCMH) 
20190808,星期四 23:17:2011:17下午,40.032740.03,-85.5335-85.53,↑ 346°,404,748,"8,3218321",-297 , FlightAware ADS-B  (KIND) 
20190808,星期四 23:17:5011:17下午,40.086740.09,-85.5505-85.55,↑ 346°,409,758,"8,1618161",-320 , FlightAware ADS-B  (KTDZ) 
20190808,星期四 23:18:2011:18下午,40.143340.14,-85.5684-85.57,↑ 346°,412,763,"8,0018001",-314 , FlightAware ADS-B  (KBAK) 
20190808,星期四 23:18:5711:18下午,40.212440.21,-85.5901-85.59,↑ 346°,412,763,"7,8117811",-300 , FlightAware ADS-B  (KHAO) 
20190808,星期四 23:19:2711:19下午,40.268640.27,-85.6080-85.61,↑ 346°,410,760,"7,6667666",-297 , FlightAware ADS-B  (KHAO) 
20190808,星期四 23:19:5711:19下午,40.323340.32,-85.6254-85.63,↑ 346°,410,760,"7,5137513",-305 , FlightAware ADS-B  (KHAO) 
20190808,星期四 23:20:2711:20下午,40.379740.38,-85.6432-85.64,↑ 346°,408,756,"7,3617361",-198 , FlightAware ADS-B  (KUMP) 
20190808,星期四 23:20:5711:20下午,40.432940.43,-85.6601-85.66,↑ 346°,408,756,"7,3157315",-46 , FlightAware ADS-B  (KEYE) 
20190808,星期四 23:21:2711:21下午,40.486740.49,-85.6793-85.68,↑ 342°,408,756,"7,3157315",-46 , FlightAware ADS-B  (KUMP) 
20190808,星期四 23:21:4711:21下午,40.522840.52,-85.6955-85.70,↑ 340°,408,756,"7,2777277",-201 , FlightAware ADS-B  (KRID) 
20190808,星期四 23:22:1711:22下午,40.575140.58,-85.7202-85.72,↑ 341°,403,747,"7,1487148",-280 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:23:0211:23下午,40.654140.65,-85.7557-85.76,↑ 341°,401,742,"6,9276927",-294 , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:23:4411:23下午,40.730440.73,-85.7892-85.79,↑ 341°,394,729,"6,7216721",-184 , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:24:1411:24下午,40.780740.78,-85.8115-85.81,↑ 341°,394,729,"6,7066706",-15 , FlightAware ADS-B  (KFWA) 
20190808,星期四 23:24:4411:24下午,40.833440.83,-85.8349-85.83,↑ 341°,395,732,"6,7066706", , FlightAware ADS-B  (KIGQ) 
20190808,星期四 23:25:1211:25下午,40.882240.88,-85.8569-85.86,↑ 339°,392,726,"6,7066706", , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:25:2811:25下午,40.906140.91,-85.8746-85.87,&nwarr 324°,387,716,"6,7066706", , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:25:5611:25下午,40.942040.94,-85.9175-85.92,&nwarr 317°,385,713,"6,7066706", , FlightAware ADS-B  (KGYY) 
20190808,星期四 23:26:2811:26下午,40.984540.98,-85.9692-85.97,&nwarr 318°,387,716,"6,7066706", , FlightAware ADS-B  (KORD) 
20190808,星期四 23:27:1211:27下午,41.042641.04,-86.0393-86.04,&nwarr 319°,383,710,"6,7066706", , FlightAware ADS-B  (KFWA) 
20190808,星期四 23:27:3911:27下午,41.077741.08,-86.0817-86.08,&nwarr 318°,384,711,"6,7066706", , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:28:1711:28下午,41.116741.12,-86.1290-86.13,&nwarr 318°,382,708,"6,7066706", , FlightAware ADS-B  (KORD) 
20190808,星期四 23:28:4711:28下午,41.165541.17,-86.1885-86.19,&nwarr 317°,382,708,"6,7066706", , FlightAware ADS-B  (KIND) 
20190808,星期四 23:29:1711:29下午,41.204741.20,-86.2364-86.24,&nwarr 317°,381,705,"6,7066706", , FlightAware ADS-B  (KARB) 
20190808,星期四 23:29:4711:29下午,41.243841.24,-86.2843-86.28,&nwarr 317°,382,708,"6,7066706", , FlightAware ADS-B  (KUMP) 
20190808,星期四 23:30:1711:30下午,41.282241.28,-86.3312-86.33,&nwarr 317°,383,710,"6,7066706", , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:30:4711:30下午,41.323041.32,-86.3813-86.38,&nwarr 317°,384,711,"6,7066706",-290 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:31:1711:31下午,41.361541.36,-86.4286-86.43,&nwarr 317°,388,719,"6,4166416",-648 , FlightAware ADS-B  (KFKR) 
20190808,星期四 23:31:4711:31下午,41.400441.40,-86.4765-86.48,&nwarr 318°,383,710,"6,0586058",-716 , FlightAware ADS-B  (KPWK) 
20190808,星期四 23:32:1711:32下午,41.438741.44,-86.5237-86.52,&nwarr 317°,374,692,"5,7005700",-716 , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:32:4711:32下午,41.478141.48,-86.5725-86.57,&nwarr 317°,369,684,"5,3425342",-686 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:33:1711:33下午,41.514341.51,-86.6171-86.62,&nwarr 317°,363,673,"5,0145014",-675 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:33:4811:33下午,41.551341.55,-86.6630-86.66,&nwarr 317°,347,642,"4,6564656",-697 , FlightAware ADS-B  (KSBN) 
20190808,星期四 23:34:1811:34下午,41.588141.59,-86.7084-86.71,&nwarr 317°,342,634,"4,3054305",-655 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:34:4811:34下午,41.620841.62,-86.7491-86.75,&nwarr 317°,335,621,"4,0014001",-619 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:35:0611:35下午,41.642741.64,-86.7759-86.78,&nwarr 320°,332,615,"3,8103810",-508 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:35:2411:35下午,41.663941.66,-86.7916-86.79,↑ 341°,331,613,"3,6963696",-131 , FlightAware ADS-B  (KLAF) 
20190808,星期四 23:36:0911:36下午,41.737341.74,-86.8031-86.80,↑ 355°,341,631,"3,6733673",-20 , FlightAware ADS-B  (KRPJ) 
20190808,星期四 23:36:3411:36下午,41.774541.77,-86.8081-86.81,↑ 353°,321,594,"3,6733673",-138 , FlightAware ADS-B  (KIKK) 
20190808,星期四 23:37:1211:37下午,41.824041.82,-86.8195-86.82,↑ 350°,274,507,"3,5283528",-292 , FlightAware ADS-B  (KBIV) 
20190808,星期四 23:37:3511:37下午,41.852841.85,-86.8265-86.83,↑ 350°,269,499,"3,3763376",-240 , FlightAware ADS-B  (KJOT) 
20190808,星期四 23:37:5411:37下午,41.874041.87,-86.8391-86.84,&nwarr 322°,238,441,"3,3603360",-85 , FlightAware ADS-B  (KGRR) 
20190808,星期四 23:38:1811:38下午,41.891341.89,-86.8592-86.86,&nwarr 320°,214,396,"3,3153315",-322 , FlightAware ADS-B  (KBEH) 
20190808,星期四 23:38:4811:38下午,41.915341.92,-86.8863-86.89,&nwarr 317°,217,402,"3,0713071",-457 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:39:0811:39下午,41.926041.93,-86.9073-86.91,← 298°,216,401,"2,9342934",-363 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:39:2711:39下午,41.934341.93,-86.9288-86.93,← 297°,212,393,"2,8352835",-215 , FlightAware ADS-B  (KIKK) 
20190808,星期四 23:39:5711:39下午,41.948341.95,-86.9655-86.97,← 297°,211,391,"2,7582758",-76 , FlightAware ADS-B  (KSBN) 
20190808,星期四 23:40:2711:40下午,41.961141.96,-86.9991-87.00,← 297°,212,393,"2,7582758", , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:40:4311:40下午,41.968441.97,-87.0180-87.02,← 298°,200,370,"2,7582758", , FlightAware ADS-B  (KGRR) 
20190808,星期四 23:41:0411:41下午,41.976941.98,-87.0399-87.04,← 294°,177,328,"2,7582758",-103 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:41:2311:41下午,41.980141.98,-87.0589-87.06,← 275°,170,315,"2,6902690",-318 , FlightAware ADS-B  (KMKE) 
20190808,星期四 23:41:5011:41下午,41.980741.98,-87.0886-87.09,← 272°,173,320,"2,5152515",-249 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:42:2011:42下午,41.981341.98,-87.1191-87.12,← 271°,170,315,"2,4542454",-80 , FlightAware ADS-B  (KIGQ) 
20190808,星期四 23:42:3611:42下午,41.981441.98,-87.1366-87.14,← 271°,171,317,"2,4542454", , FlightAware ADS-B  (KLWA) 
20190808,星期四 23:43:0611:43下午,41.981541.98,-87.1701-87.17,← 270°,176,327,"2,4542454", , FlightAware ADS-B  (KORD) 
20190808,星期四 23:43:3311:43下午,41.981741.98,-87.1968-87.20,← 272°,178,330,"2,4542454",9 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:43:5511:43下午,41.981841.98,-87.2222-87.22,← 270°,179,332,"2,4612461",9 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:44:2511:44下午,41.982041.98,-87.2557-87.26,← 271°,176,327,"2,4612461",-8 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:44:5511:44下午,41.982341.98,-87.2893-87.29,← 271°,177,328,"2,4542454",-8 , FlightAware ADS-B  (KMDW) 
20190808,星期四 23:45:2311:45下午,41.982541.98,-87.3182-87.32,← 270°,178,330,"2,4542454", , FlightAware ADS-B  (KUGN) 
20190808,星期四 23:45:5211:45下午,41.982441.98,-87.3515-87.35,← 270°,180,333,"2,4542454",-23 , FlightAware ADS-B  (KVPZ) 
20190808,星期四 23:46:2211:46下午,41.982541.98,-87.3823-87.38,← 270°,160,296,"2,4312431",-84 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:46:5211:46下午,41.982841.98,-87.4123-87.41,← 271°,159,295,"2,3702370",-213 , FlightAware ADS-B  (KUGN) 
20190808,星期四 23:47:2211:47下午,41.983141.98,-87.4413-87.44,← 271°,158,293,"2,2172217",-335 , FlightAware ADS-B  (KPWK) 
20190808,星期四 23:47:5211:47下午,41.983441.98,-87.4711-87.47,← 270°,157,291,"2,0352035",-282 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:48:2211:48下午,41.983341.98,-87.4990-87.50,← 270°,152,282,"1,9351935",-213 , FlightAware ADS-B  (KGYY) 
20190808,星期四 23:48:5211:48下午,41.983241.98,-87.5286-87.53,← 270°,159,295,"1,8211821",-274 , FlightAware ADS-B  (KARR) 
20190808,星期四 23:49:2211:49下午,41.983241.98,-87.5595-87.56,← 270°,159,295,"1,6611661",-297 , FlightAware ADS-B  (KMDW) 
20190808,星期四 23:49:5211:49下午,41.983541.98,-87.5892-87.59,← 271°,169,312,"1,5241524",-267 , FlightAware ADS-B  (KMDW) 
20190808,星期四 23:50:2211:50下午,41.983641.98,-87.6206-87.62,← 270°,176,327,"1,3941394",-290 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:50:5211:50下午,41.983741.98,-87.6532-87.65,← 270°,168,311,"1,2341234",-302 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:51:1811:51下午,41.983741.98,-87.6798-87.68,← 270°,175,323,"1,1131113",-266 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:51:4711:51下午,41.983741.98,-87.7114-87.71,← 270°,172,319,991991,-279 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:52:1711:52下午,41.983841.98,-87.7439-87.74,← 270°,171,317,838838,-267 , FlightAware ADS-B  (KENW) 
20190808,星期四 23:52:4711:52下午,41.983841.98,-87.7740-87.77,← 270°,155,286,724724,-252 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:53:0611:53下午,41.983941.98,-87.7919-87.79,← 270°,140,259,632632,-234 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:53:2811:53下午,41.983941.98,-87.8110-87.81,← 270°,139,257,564564,-205 , FlightAware ADS-B  (KMDW) 
20190808,星期四 23:53:4411:53下午,41.983941.98,-87.8233-87.82,← 270°,140,259,503503,-214 , FlightAware ADS-B  (KUGN) 
20190808,星期四 23:54:0011:54下午,41.983941.98,-87.8372-87.84,← 270°,134,248,450450,-200 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:54:1611:54下午,41.983941.98,-87.8495-87.85,← 270°,133,246,396396,-200 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:54:3211:54下午,41.983941.98,-87.8637-87.86,← 270°,135,249,343343,-214 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:54:4811:54下午,41.983941.98,-87.8773-87.88,← 270°,137,254,282282,-236 , FlightAware ADS-B  (KORD) 
20190808,星期四 23:55:0511:55下午,41.983941.98,-87.8925-87.89,← 270°,133,246,213213,-242 , FlightAware ADS-B  (KORD) 
20190809,星期五 20:41:5908:41下午,26.065926.07,-80.1554-80.16,← 271°,164,304,3838, , FlightAware ADS-B  (KFXE) 
20190809,星期五 20:42:1508:42下午,26.065926.07,-80.1686-80.17,← 269°,160,296,267267,714 , FlightAware ADS-B  (KFLL) 
20190809,星期五 20:42:3108:42下午,26.065526.07,-80.1827-80.18,← 268°,174,322,419419,386 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:42:4708:42下午,26.065126.07,-80.1978-80.20,← 268°,198,367,472472,186 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:43:0308:43下午,26.064726.06,-80.2150-80.22,← 269°,226,418,518518,257 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:43:1908:43下午,26.064526.06,-80.2345-80.23,← 270°,251,465,610610,557 , FlightAware ADS-B  (KFXE) 
20190809,星期五 20:43:3508:43下午,26.064626.06,-80.2576-80.26,← 273°,263,488,815815,800 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:43:5108:43下午,26.069126.07,-80.2769-80.28,← 294°,266,492,"1,0361036",710 , FlightAware ADS-B  (KBCT) 
20190809,星期五 20:44:1308:44下午,26.081826.08,-80.3032-80.30,← 298°,264,489,"1,2651265",712 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:44:4308:44下午,26.099126.10,-80.3404-80.34,← 297°,270,501,"1,6541654",792 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:45:1308:45下午,26.116026.12,-80.3765-80.38,← 298°,279,517,"2,0572057",861 , FlightAware ADS-B  (KTMB) 
20190809,星期五 20:45:4308:45下午,26.134026.13,-80.4143-80.41,← 298°,281,520,"2,5152515",853 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:46:1308:46下午,26.153926.15,-80.4557-80.46,← 298°,290,538,"2,9112911",591 , FlightAware ADS-B  (KRSW) 
20190809,星期五 20:46:5808:46下午,26.182726.18,-80.5158-80.52,← 298°,324,600,"3,2543254",384 , FlightAware ADS-B  (KOPF) 
20190809,星期五 20:47:2808:47下午,26.204626.20,-80.5615-80.56,← 298°,353,653,"3,3913391",256 , FlightAware ADS-B  (KCOF) 
20190809,星期五 20:47:4808:47下午,26.220726.22,-80.5948-80.59,← 300°,373,690,"3,4673467",217 , FlightAware ADS-B  (KPBI) 
20190809,星期五 20:48:0608:48下午,26.242226.24,-80.6233-80.62,&nwarr 319°,392,726,"3,5283528",325 , FlightAware ADS-B  (KLNA) 
20190809,星期五 20:48:2608:48下午,26.272626.27,-80.6440-80.64,&nwarr 331°,401,742,"3,6733673",524 , FlightAware ADS-B  (KBCT) 
20190809,星期五 20:48:4708:48下午,26.307726.31,-80.6682-80.67,&nwarr 321°,403,747,"3,8863886",573 , FlightAware ADS-B  (KLNA) 
20190809,星期五 20:49:2508:49下午,26.357726.36,-80.7196-80.72,&nwarr 317°,410,760,"4,2374237",523 , FlightAware ADS-B  (KCOF) 
20190809,星期五 20:49:5608:49下午,26.401926.40,-80.7654-80.77,&nwarr 317°,416,771,"4,4884488",472 , FlightAware ADS-B  (KHWO) 
20190809,星期五 20:50:2608:50下午,26.443626.44,-80.8087-80.81,&nwarr 317°,422,782,"4,7174717",502 , FlightAware ADS-B  (KCOF) 
20190809,星期五 20:50:5708:50下午,26.488926.49,-80.8556-80.86,&nwarr 317°,423,784,"4,9994999",511 , FlightAware ADS-B  (KCOF) 
20190809,星期五 20:51:1708:51下午,26.516326.52,-80.8841-80.88,&nwarr 318°,424,785,"5,1515151",466 , FlightAware ADS-B  (KISM) 
20190809,星期五 20:51:4708:51下午,26.560926.56,-80.9304-80.93,&nwarr 317°,430,797,"5,3875387",373 , FlightAware ADS-B  (KMLB) 
20190809,星期五 20:52:1708:52下午,26.605826.61,-80.9770-80.98,&nwarr 317°,442,819,"5,5255525",511 , FlightAware ADS-B  (KMLB) 
20190809,星期五 20:52:4708:52下午,26.651726.65,-81.0247-81.02,&nwarr 317°,430,797,"5,8985898",845 , FlightAware ADS-B  (KMLB) 
